index,UN,Cyc,SenM2,SenM3,SenM4,SenM7,SenM8,SenM9,SenM11,SenM12,SenM13,SenM14,SenM15,SenM17,SenM20,SenM21,RUL
0,1,1,0.5629629629629942,-0.5923645320196891,-0.8060680606806051,0.38333333333325437,-0.5555555555594854,-0.6427696078431353,-0.8857142857142684,0.2424242424242494,-0.6,-0.9950215731828261,-0.6646942800788768,-0.5,0.12000000000000455,0.5213793103448391,142
1,1,2,-1.3777777777777964,-0.20320197044333,-1.0348503485034815,1.174999999999929,-0.8888888888911346,-0.382352941176464,-0.02857142857142277,0.68686868686863,-0.3000000000022737,-0.0610687022900791,-1.1558185404339096,0.0,0.7600000000000193,0.6462068965517391,141
2,1,3,-0.26666666666661054,-0.3891625615763311,-0.5494054940549471,0.5583333333332781,-0.4444444444455673,-0.22671568627455843,-0.02857142857142277,0.4949494949494996,-0.6,-0.6929970129438597,0.10256410256410706,0.0,1.0,0.8186206896551781,140
3,1,4,-0.2962962962962152,-0.7364532019704348,-0.13284132841327587,0.5249999999999763,-0.666666666668351,-0.9417892156862289,-0.6571428571428456,-0.10101010101012305,-0.4,-0.5071357451045515,-0.9309664694279948,-1.0,0.6800000000000068,0.5227586206896635,139
4,1,5,-0.19259259259259884,-0.3583743842364301,-0.5018450184501781,0.5999999999999053,-0.8888888888911346,-0.9871323529412297,-0.571428571428557,0.6767676767676292,-0.6,-0.7301692665117576,-0.7061143984220799,-1.5,0.6400000000000148,0.7937931034482903,138
5,1,6,-0.7851851851851976,-1.3522167487684555,-1.0586305863058567,0.6499999999999526,-1.0000000000050528,-0.5943627450980944,-0.7142857142857114,0.44444444444438064,-0.10000000000227374,-0.8682376369067033,-0.29783037475345325,-0.5,0.3199999999999932,0.3365517241379317,137
6,1,7,-0.7851851851851976,-0.8325123152709227,-0.26240262402624537,0.37499999999992895,-0.4444444444455673,-0.5680147058823898,-0.571428571428557,0.5353535353535028,-0.3000000000022737,-0.3697311649518434,-0.9368836291912945,-1.0,0.0800000000000125,0.6710344827586269,136
7,1,8,-0.14814814814819183,-1.1342364532019305,-0.5863058630586224,0.12499999999997631,-0.4444444444455673,-0.4779411764705522,-0.8571428571428455,0.6161616161616242,-0.3000000000022737,-0.969797543976049,-0.3471400394477227,0.0,0.8799999999999955,0.16896551724137804,135
8,1,9,-1.1259259259259884,0.39285714285714385,0.3476834768347709,0.874999999999929,-0.33333333333670184,-0.7420343137255391,-0.4,0.5555555555555045,-0.4,-0.42416196481912455,-0.07100591715977181,-1.0,1.0800000000000125,1.063448275862093,134
9,1,10,-0.844444444444407,-0.5972906403940688,-0.7708077080770737,0.6999999999999053,-0.5555555555594854,-0.5337009803921129,-1.0571428571428456,0.5252525252525021,-0.3000000000022737,-0.4288084965150891,-0.583826429980272,-1.0,0.1599999999999966,0.580000000000022,133
